date,date,open,high,low,close,volume,amount,amplitude,pct_change,change,turnover_rate,fetch_time
2023-06-13,,92.9,93.55,92.85,93.48,14664,147576790.0,0.75,0.41,0.383,0.76,2026-02-11 14:08:09
2023-06-14,,93.842,94.05,93.689,93.799,2621,26557238.0,0.39,0.34,0.319,0.14,2026-02-11 14:08:09
2023-06-15,,93.625,93.705,92.8,93.309,4665,47081437.0,0.96,-0.52,-0.49,0.24,2026-02-11 14:08:09
2023-06-16,,92.809,93.15,92.66,92.789,5258,52791565.0,0.53,-0.56,-0.52,0.27,2026-02-11 14:08:09
2023-06-19,,92.726,92.948,92.726,92.8,1077,10803103.0,0.24,0.01,0.011,0.06,2026-02-11 14:08:09
2023-06-20,,92.794,92.88,92.754,92.8,201,2014565.0,0.14,0.0,0.0,0.01,2026-02-11 14:08:09
2023-06-21,,92.85,93.149,92.805,93.131,1988,19983058.0,0.37,0.36,0.331,0.1,2026-02-11 14:08:09
2023-06-26,,93.14,93.231,93.106,93.231,857,8623225.0,0.13,0.11,0.1,0.04,2026-02-11 14:08:09
2023-06-27,,93.232,93.328,93.12,93.199,1531,15406827.0,0.22,-0.03,-0.032,0.08,2026-02-11 14:08:09
2023-06-28,,93.294,93.295,93.16,93.227,705,7101812.0,0.14,0.03,0.028,0.04,2026-02-11 14:08:09
2023-06-29,,93.23,93.32,93.218,93.32,533,5371364.0,0.11,0.1,0.093,0.03,2026-02-11 14:08:09
2023-06-30,,93.45,93.684,93.45,93.674,2873,29040895.0,0.25,0.38,0.354,0.15,2026-02-11 14:08:09
2023-07-03,,93.677,93.774,93.615,93.655,1503,15207487.0,0.17,-0.02,-0.019,0.08,2026-02-11 14:08:09
2023-07-04,,93.63,93.737,93.555,93.638,2039,20621979.0,0.19,-0.02,-0.017,0.11,2026-02-11 14:08:09
2023-07-05,,93.641,93.729,93.57,93.727,1480,14960517.0,0.17,0.1,0.089,0.08,2026-02-11 14:08:09
2023-07-06,,93.74,93.827,93.652,93.722,1869,18918741.0,0.19,-0.01,-0.005,0.1,2026-02-11 14:08:09
2023-07-07,,93.623,93.8,93.623,93.736,2009,20332863.0,0.19,0.01,0.014,0.1,2026-02-11 14:08:09
2023-07-10,,93.736,93.799,93.635,93.779,1943,19664429.0,0.17,0.05,0.043,0.1,2026-02-11 14:08:09
2023-07-11,,93.815,93.879,93.815,93.869,2064,20920897.0,0.07,0.1,0.09,0.11,2026-02-11 14:08:09
2023-07-12,,93.909,93.95,93.851,93.922,1871,18967033.0,0.11,0.06,0.053,0.1,2026-02-11 14:08:09
2023-07-13,,93.922,93.94,93.87,93.929,2037,20652313.0,0.07,0.01,0.007,0.11,2026-02-11 14:08:09
2023-07-14,,93.89,93.9,93.797,93.858,1787,18110559.0,0.11,-0.08,-0.071,0.09,2026-02-11 14:08:09
2023-07-17,,93.806,93.983,93.806,93.94,979,9923281.0,0.19,0.09,0.082,0.05,2026-02-11 14:08:09
2023-07-18,,93.99,94.12,93.99,94.113,2083,21156483.0,0.14,0.18,0.173,0.11,2026-02-11 14:08:09
2023-07-19,,94.173,94.36,94.113,94.172,2362,24018834.0,0.26,0.06,0.059,0.12,2026-02-11 14:08:09
2023-07-20,,94.17,94.272,94.09,94.266,2208,22443600.0,0.19,0.1,0.094,0.11,2026-02-11 14:08:09
2023-07-21,,94.268,94.47,94.26,94.467,2884,29382672.0,0.22,0.21,0.201,0.15,2026-02-11 14:08:09
2023-07-24,,94.667,94.667,94.5,94.595,4396,44878995.0,0.18,0.14,0.128,0.23,2026-02-11 14:08:09
2023-07-25,,93.91,94.5,93.91,94.127,5872,59759628.0,0.62,-0.49,-0.468,0.3,2026-02-11 14:08:09
2023-07-26,,94.115,94.12,93.951,94.06,8536,86630165.0,0.18,-0.07,-0.067,0.44,2026-02-11 14:08:09
2023-07-27,,94.16,94.34,94.08,94.318,10323,104986655.0,0.28,0.27,0.258,0.53,2026-02-11 14:08:09
2023-07-28,,94.288,94.29,94.08,94.16,12439,126440566.0,0.22,-0.17,-0.158,0.64,2026-02-11 14:08:09
2023-07-31,,94.15,94.155,93.859,94.01,11790,119703260.0,0.31,-0.16,-0.15,0.61,2026-02-11 14:08:09
2023-08-01,,94.019,94.184,94.019,94.105,11893,120890873.0,0.18,0.1,0.095,0.61,2026-02-11 14:08:09
2023-08-02,,94.139,94.265,94.139,94.234,13330,135616616.0,0.13,0.14,0.129,0.69,2026-02-11 14:08:09
2023-08-03,,94.247,94.339,94.247,94.329,12143,123636495.0,0.1,0.1,0.095,0.63,2026-02-11 14:08:09
2023-08-04,,94.33,94.477,94.228,94.444,11777,119998924.0,0.26,0.12,0.115,0.61,2026-02-11 14:08:09
2023-08-07,,94.445,94.544,94.445,94.539,10621,108327575.0,0.1,0.1,0.095,0.55,2026-02-11 14:08:09
