date,date,open,high,low,close,volume,amount,amplitude,pct_change,change,turnover_rate,fetch_time
2021-06-01,,0.997,1.019,0.995,1.019,4344415,438290192.0,2.39,1.6,0.016,0.63,2026-02-11 11:52:31
2021-06-02,,1.021,1.027,1.013,1.014,1497941,152580695.0,1.37,-0.49,-0.005,0.22,2026-02-11 11:52:31
2021-06-03,,1.018,1.025,1.01,1.011,1039006,105813063.0,1.48,-0.3,-0.003,0.15,2026-02-11 11:52:31
2021-06-04,,1.011,1.014,1.004,1.006,703026,70907612.0,0.99,-0.49,-0.005,0.1,2026-02-11 11:52:31
2021-06-07,,1.008,1.01,0.998,1.002,641373,64247852.0,1.19,-0.4,-0.004,0.09,2026-02-11 11:52:31
2021-06-08,,1.002,1.005,0.99,0.992,827086,82314592.0,1.5,-1.0,-0.01,0.12,2026-02-11 11:52:31
2021-06-09,,0.992,0.996,0.988,0.991,414685,41130375.0,0.81,-0.1,-0.001,0.06,2026-02-11 11:52:31
2021-06-10,,0.989,1.0,0.989,0.991,982557,97792391.0,1.11,0.0,0.0,0.14,2026-02-11 11:52:31
2021-06-11,,0.995,1.0,0.99,0.991,516128,51306122.0,1.01,0.0,0.0,0.08,2026-02-11 11:52:31
2021-06-15,,0.995,0.997,0.98,0.986,587525,58013552.0,1.72,-0.5,-0.005,0.09,2026-02-11 11:52:31
2021-06-16,,0.985,0.985,0.975,0.976,473120,46337945.0,1.01,-1.01,-0.01,0.07,2026-02-11 11:52:31
2021-06-17,,0.974,0.983,0.969,0.983,573869,56095344.0,1.43,0.72,0.007,0.08,2026-02-11 11:52:31
2021-06-18,,0.986,1.006,0.986,1.0,857950,85861026.0,2.03,1.73,0.017,0.12,2026-02-11 11:52:31
2021-06-21,,0.997,0.999,0.989,0.992,545124,54135486.0,1.0,-0.8,-0.008,0.08,2026-02-11 11:52:31
2021-06-22,,0.994,0.994,0.981,0.982,439229,43270555.0,1.31,-1.01,-0.01,0.06,2026-02-11 11:52:31
2021-06-23,,0.986,1.006,0.983,1.004,952941,95025093.0,2.34,2.24,0.022,0.14,2026-02-11 11:52:31
2021-06-24,,1.004,1.011,1.002,1.006,845045,85125798.0,0.9,0.2,0.002,0.12,2026-02-11 11:52:31
2021-06-25,,1.011,1.027,1.01,1.026,1345504,137422779.0,1.69,1.99,0.02,0.2,2026-02-11 11:52:31
2021-06-28,,1.026,1.034,1.025,1.03,587774,60465951.0,0.88,0.39,0.004,0.09,2026-02-11 11:52:31
2021-06-29,,1.031,1.037,1.017,1.017,515878,52985373.0,1.94,-1.26,-0.013,0.08,2026-02-11 11:52:31
2021-06-30,,1.022,1.029,1.018,1.021,418318,42793707.0,1.08,0.39,0.004,0.06,2026-02-11 11:52:31
2021-07-01,,1.02,1.023,1.009,1.01,305476,30946565.0,1.37,-1.08,-0.011,0.04,2026-02-11 11:52:31
2021-07-02,,1.012,1.013,0.988,0.99,680451,67598932.0,2.48,-1.98,-0.02,0.1,2026-02-11 11:52:31
2021-07-05,,0.99,0.991,0.964,0.969,1019550,99123517.0,2.73,-2.12,-0.021,0.15,2026-02-11 11:52:31
2021-07-06,,0.97,0.972,0.952,0.96,768878,73692124.0,2.06,-0.93,-0.009,0.11,2026-02-11 11:52:31
2021-07-07,,0.952,0.957,0.946,0.952,796996,75890132.0,1.15,-0.83,-0.008,0.12,2026-02-11 11:52:31
2021-07-08,,0.955,0.956,0.92,0.924,1160243,108289618.0,3.78,-2.94,-0.028,0.17,2026-02-11 11:52:31
2021-07-09,,0.923,0.938,0.904,0.937,1041104,96229503.0,3.68,1.41,0.013,0.15,2026-02-11 11:52:31
2021-07-12,,0.944,0.951,0.933,0.943,757138,71197415.0,1.92,0.64,0.006,0.11,2026-02-11 11:52:31
2021-07-13,,0.946,0.966,0.943,0.959,792914,75894579.0,2.44,1.7,0.016,0.12,2026-02-11 11:52:31
2021-07-14,,0.956,0.965,0.956,0.959,442769,42582603.0,0.94,0.0,0.0,0.06,2026-02-11 11:52:31
2021-07-15,,0.963,0.963,0.956,0.962,378208,36315719.0,0.73,0.31,0.003,0.06,2026-02-11 11:52:31
2021-07-16,,0.962,0.962,0.953,0.957,359422,34395782.0,0.94,-0.52,-0.005,0.05,2026-02-11 11:52:31
2021-07-19,,0.955,0.955,0.933,0.937,507901,47632544.0,2.3,-2.09,-0.02,0.07,2026-02-11 11:52:31
2021-07-20,,0.93,0.939,0.92,0.925,925962,85866990.0,2.03,-1.28,-0.012,0.13,2026-02-11 11:52:31
2021-07-21,,0.928,0.932,0.918,0.92,783252,72284436.0,1.51,-0.54,-0.005,0.11,2026-02-11 11:52:31
2021-07-22,,0.925,0.936,0.925,0.933,480746,44826556.0,1.2,1.41,0.013,0.07,2026-02-11 11:52:31
2021-07-23,,0.934,0.937,0.917,0.918,551510,50895147.0,2.14,-1.61,-0.015,0.08,2026-02-11 11:52:31
2021-07-26,,0.9,0.902,0.855,0.867,1514906,132278020.0,5.12,-5.56,-0.051,0.22,2026-02-11 11:52:31
2021-07-27,,0.858,0.858,0.792,0.796,2238989,184798827.0,7.61,-8.19,-0.071,0.33,2026-02-11 11:52:31
2021-07-28,,0.808,0.818,0.785,0.805,2113395,169142361.0,4.15,1.13,0.009,0.31,2026-02-11 11:52:31
2021-07-29,,0.837,0.866,0.836,0.859,2159416,184317733.0,3.73,6.71,0.054,0.31,2026-02-11 11:52:31
2021-07-30,,0.851,0.851,0.83,0.839,1299122,109047139.0,2.44,-2.33,-0.02,0.19,2026-02-11 11:52:31
2021-08-02,,0.842,0.856,0.836,0.851,1279618,108540208.0,2.38,1.43,0.012,0.19,2026-02-11 11:52:31
2021-08-03,,0.852,0.852,0.825,0.841,1267360,106047667.0,3.17,-1.18,-0.01,0.18,2026-02-11 11:52:31
2021-08-04,,0.838,0.867,0.831,0.859,1386594,118294088.0,4.28,2.14,0.018,0.2,2026-02-11 11:52:31
2021-08-05,,0.857,0.866,0.839,0.84,1231879,105033474.0,3.14,-2.21,-0.019,0.18,2026-02-11 11:52:31
2021-08-06,,0.844,0.847,0.835,0.843,896145,75476304.0,1.43,0.36,0.003,0.13,2026-02-11 11:52:31
2021-08-09,,0.832,0.847,0.827,0.842,1129662,94780757.0,2.37,-0.12,-0.001,0.16,2026-02-11 11:52:31
2021-08-10,,0.848,0.858,0.842,0.856,1175194,99804740.0,1.9,1.66,0.014,0.17,2026-02-11 11:52:31
2021-08-11,,0.857,0.864,0.851,0.858,1007977,86396322.0,1.52,0.23,0.002,0.15,2026-02-11 11:52:31
2021-08-12,,0.855,0.857,0.843,0.845,861597,73285951.0,1.63,-1.52,-0.013,0.13,2026-02-11 11:52:31
2021-08-13,,0.844,0.844,0.823,0.826,1143912,94937065.0,2.49,-2.25,-0.019,0.17,2026-02-11 11:52:31
2021-08-16,,0.825,0.825,0.806,0.807,1389830,112849588.0,2.3,-2.3,-0.019,0.2,2026-02-11 11:52:31
2021-08-17,,0.805,0.805,0.78,0.784,2002226,158635623.0,3.1,-2.85,-0.023,0.29,2026-02-11 11:52:31
2021-08-18,,0.784,0.791,0.781,0.785,1146369,90201387.0,1.28,0.13,0.001,0.17,2026-02-11 11:52:31
2021-08-19,,0.788,0.788,0.765,0.768,2013966,155761454.0,2.93,-2.17,-0.017,0.29,2026-02-11 11:52:31
2021-08-20,,0.765,0.765,0.731,0.744,3074261,229972981.0,4.43,-3.13,-0.024,0.45,2026-02-11 11:52:31
2021-08-23,,0.757,0.774,0.755,0.76,1814757,138814693.0,2.55,2.15,0.016,0.26,2026-02-11 11:52:31
2021-08-24,,0.772,0.8,0.772,0.799,2536632,199974804.0,3.68,5.13,0.039,0.37,2026-02-11 11:52:31
2021-08-25,,0.822,0.833,0.803,0.805,2817324,230203316.0,3.75,0.75,0.006,0.41,2026-02-11 11:52:31
2021-08-26,,0.806,0.811,0.782,0.79,1812798,144288544.0,3.6,-1.86,-0.015,0.26,2026-02-11 11:52:31
2021-08-27,,0.792,0.81,0.79,0.79,1335492,107029651.0,2.53,0.0,0.0,0.19,2026-02-11 11:52:31
2021-08-30,,0.796,0.804,0.788,0.799,1685876,134517844.0,2.03,1.14,0.009,0.25,2026-02-11 11:52:31
2021-08-31,,0.802,0.819,0.791,0.818,1708027,137356734.0,3.5,2.38,0.019,0.25,2026-02-11 11:52:31
2021-09-01,,0.828,0.852,0.822,0.836,2841672,238692829.0,3.67,2.2,0.018,0.41,2026-02-11 11:52:31
2021-09-02,,0.854,0.864,0.845,0.848,1561561,133415785.0,2.27,1.44,0.012,0.23,2026-02-11 11:52:31
2021-09-03,,0.85,0.85,0.834,0.837,1213023,101927004.0,1.89,-1.3,-0.011,0.18,2026-02-11 11:52:31
2021-09-06,,0.838,0.848,0.832,0.845,1463710,123558592.0,1.91,0.96,0.008,0.21,2026-02-11 11:52:31
2021-09-07,,0.856,0.868,0.851,0.863,1208275,104152480.0,2.01,2.13,0.018,0.18,2026-02-11 11:52:31
2021-09-08,,0.866,0.872,0.851,0.859,1400451,120766011.0,2.43,-0.46,-0.004,0.2,2026-02-11 11:52:31
2021-09-09,,0.846,0.846,0.824,0.825,2858692,237738647.0,2.56,-3.96,-0.034,0.42,2026-02-11 11:52:31
2021-09-10,,0.83,0.843,0.828,0.835,1332069,111526652.0,1.82,1.21,0.01,0.19,2026-02-11 11:52:31
2021-09-13,,0.83,0.83,0.814,0.819,1109598,91079707.0,1.92,-1.92,-0.016,0.16,2026-02-11 11:52:31
2021-09-14,,0.824,0.828,0.807,0.809,1318157,107955807.0,2.56,-1.22,-0.01,0.19,2026-02-11 11:52:31
2021-09-15,,0.805,0.805,0.788,0.789,1444416,115121962.0,2.1,-2.47,-0.02,0.21,2026-02-11 11:52:31
2021-09-16,,0.788,0.793,0.771,0.773,2675234,208941065.0,2.79,-2.03,-0.016,0.39,2026-02-11 11:52:31
2021-09-17,,0.778,0.808,0.778,0.807,1704043,135675191.0,3.88,4.4,0.034,0.25,2026-02-11 11:52:31
2021-09-22,,0.786,0.797,0.785,0.796,578442,45857628.0,1.49,-1.36,-0.011,0.08,2026-02-11 11:52:31
2021-09-23,,0.805,0.808,0.786,0.789,1645792,130904640.0,2.76,-0.88,-0.007,0.24,2026-02-11 11:52:31
2021-09-24,,0.791,0.792,0.774,0.776,1429886,112066145.0,2.28,-1.65,-0.013,0.21,2026-02-11 11:52:31
2021-09-27,,0.777,0.782,0.765,0.767,1503959,116115894.0,2.19,-1.16,-0.009,0.22,2026-02-11 11:52:31
2021-09-28,,0.772,0.783,0.769,0.78,1428882,110986624.0,1.83,1.69,0.013,0.21,2026-02-11 11:52:31
2021-09-29,,0.768,0.772,0.757,0.771,1685209,128803797.0,1.92,-1.15,-0.009,0.25,2026-02-11 11:52:31
2021-09-30,,0.764,0.769,0.759,0.767,1577526,120381387.0,1.3,-0.52,-0.004,0.23,2026-02-11 11:52:31
2021-10-08,,0.791,0.796,0.769,0.774,2066648,160483714.0,3.52,0.91,0.007,0.3,2026-02-11 11:52:31
2021-10-11,,0.782,0.802,0.782,0.795,1825716,144962214.0,2.58,2.71,0.021,0.27,2026-02-11 11:52:31
2021-10-12,,0.786,0.789,0.775,0.777,1654841,129359081.0,1.76,-2.26,-0.018,0.24,2026-02-11 11:52:31
2021-10-13,,0.777,0.782,0.773,0.782,656915,51022875.0,1.16,0.64,0.005,0.1,2026-02-11 11:52:31
2021-10-14,,0.786,0.789,0.784,0.788,548733,43216346.0,0.64,0.77,0.006,0.08,2026-02-11 11:52:31
2021-10-15,,0.785,0.786,0.777,0.783,1157479,90491151.0,1.14,-0.63,-0.005,0.17,2026-02-11 11:52:31
2021-10-18,,0.786,0.788,0.775,0.777,1012397,78770584.0,1.66,-0.77,-0.006,0.15,2026-02-11 11:52:31
2021-10-19,,0.785,0.806,0.783,0.806,1725539,137723204.0,2.96,3.73,0.029,0.25,2026-02-11 11:52:31
2021-10-20,,0.821,0.833,0.816,0.826,2225038,183653623.0,2.11,2.48,0.02,0.32,2026-02-11 11:52:31
2021-10-21,,0.828,0.831,0.811,0.817,1222124,100352426.0,2.42,-1.09,-0.009,0.18,2026-02-11 11:52:31
2021-10-22,,0.823,0.84,0.823,0.836,2332953,194640658.0,2.08,2.33,0.019,0.34,2026-02-11 11:52:31
2021-10-25,,0.833,0.842,0.829,0.837,1380390,115513886.0,1.56,0.12,0.001,0.2,2026-02-11 11:52:31
2021-10-26,,0.84,0.84,0.818,0.82,986644,81680209.0,2.63,-2.03,-0.017,0.14,2026-02-11 11:52:31
2021-10-27,,0.81,0.812,0.793,0.795,1545311,123248013.0,2.32,-3.05,-0.025,0.23,2026-02-11 11:52:31
2021-10-28,,0.8,0.81,0.795,0.798,909396,72989065.0,1.89,0.38,0.003,0.13,2026-02-11 11:52:31
2021-10-29,,0.8,0.8,0.789,0.791,1008572,80000666.0,1.38,-0.88,-0.007,0.15,2026-02-11 11:52:31
2021-11-01,,0.786,0.787,0.777,0.78,1611341,125842626.0,1.26,-1.39,-0.011,0.23,2026-02-11 11:52:31
2021-11-02,,0.797,0.808,0.783,0.784,1822942,145353378.0,3.21,0.51,0.004,0.27,2026-02-11 11:52:31
2021-11-03,,0.783,0.787,0.77,0.777,2178787,169004203.0,2.17,-0.89,-0.007,0.32,2026-02-11 11:52:31
2021-11-04,,0.781,0.79,0.781,0.784,1082920,85072643.0,1.16,0.9,0.007,0.16,2026-02-11 11:52:31
2021-11-05,,0.781,0.787,0.777,0.78,917924,71827579.0,1.28,-0.51,-0.004,0.13,2026-02-11 11:52:31
2021-11-08,,0.777,0.777,0.766,0.766,1578415,121384471.0,1.41,-1.79,-0.014,0.23,2026-02-11 11:52:31
2021-11-09,,0.773,0.775,0.761,0.769,975403,74876299.0,1.83,0.39,0.003,0.14,2026-02-11 11:52:31
2021-11-10,,0.768,0.775,0.762,0.774,1344818,103339438.0,1.69,0.65,0.005,0.2,2026-02-11 11:52:31
2021-11-11,,0.775,0.803,0.774,0.802,2061253,162339492.0,3.75,3.62,0.028,0.3,2026-02-11 11:52:31
2021-11-12,,0.811,0.813,0.801,0.806,1635935,132102703.0,1.5,0.5,0.004,0.24,2026-02-11 11:52:31
2021-11-15,,0.813,0.815,0.807,0.809,1003897,81380417.0,0.99,0.37,0.003,0.15,2026-02-11 11:52:31
2021-11-16,,0.814,0.825,0.81,0.821,1625155,132947942.0,1.85,1.48,0.012,0.24,2026-02-11 11:52:31
2021-11-17,,0.822,0.822,0.812,0.819,938027,76698047.0,1.22,-0.24,-0.002,0.14,2026-02-11 11:52:31
2021-11-18,,0.803,0.805,0.794,0.797,1743696,139232975.0,1.34,-2.69,-0.022,0.25,2026-02-11 11:52:31
2021-11-19,,0.783,0.794,0.78,0.792,1420597,111766649.0,1.76,-0.63,-0.005,0.21,2026-02-11 11:52:31
2021-11-22,,0.794,0.797,0.786,0.788,1367318,108106689.0,1.39,-0.51,-0.004,0.2,2026-02-11 11:52:31
2021-11-23,,0.78,0.782,0.776,0.781,1370484,106779371.0,0.76,-0.89,-0.007,0.2,2026-02-11 11:52:31
2021-11-24,,0.78,0.785,0.774,0.781,1634594,127419302.0,1.41,0.0,0.0,0.24,2026-02-11 11:52:31
2021-11-25,,0.783,0.785,0.772,0.784,1381925,107773500.0,1.66,0.38,0.003,0.2,2026-02-11 11:52:31
2021-11-26,,0.777,0.778,0.763,0.766,2290635,176172991.0,1.91,-2.3,-0.018,0.33,2026-02-11 11:52:31
2021-11-29,,0.757,0.768,0.751,0.754,1988065,150536975.0,2.22,-1.57,-0.012,0.29,2026-02-11 11:52:31
2021-11-30,,0.754,0.756,0.732,0.736,3282537,243844497.0,3.18,-2.39,-0.018,0.48,2026-02-11 11:52:31
2021-12-01,,0.74,0.751,0.739,0.748,1254774,93633976.0,1.63,1.63,0.012,0.18,2026-02-11 11:52:31
2021-12-02,,0.739,0.744,0.735,0.74,1405192,103821037.0,1.2,-1.07,-0.008,0.2,2026-02-11 11:52:31
2021-12-03,,0.734,0.737,0.724,0.731,2980536,217343579.0,1.76,-1.22,-0.009,0.43,2026-02-11 11:52:31
2021-12-06,,0.714,0.719,0.703,0.703,3886879,276290800.0,2.19,-3.83,-0.028,0.57,2026-02-11 11:52:31
2021-12-07,,0.717,0.729,0.711,0.728,2589404,186122282.0,2.56,3.56,0.025,0.38,2026-02-11 11:52:31
2021-12-08,,0.735,0.74,0.731,0.736,3461685,254770145.0,1.24,1.1,0.008,0.5,2026-02-11 11:52:31
2021-12-09,,0.739,0.748,0.739,0.745,1996165,148602472.0,1.22,1.22,0.009,0.29,2026-02-11 11:52:31
2021-12-10,,0.743,0.751,0.739,0.74,1256129,93603537.0,1.61,-0.67,-0.005,0.18,2026-02-11 11:52:31
2021-12-13,,0.747,0.757,0.743,0.744,4902214,368341712.0,1.89,0.54,0.004,0.71,2026-02-11 11:52:31
2021-12-14,,0.736,0.738,0.723,0.723,2176274,158599889.0,2.02,-2.82,-0.021,0.32,2026-02-11 11:52:31
2021-12-15,,0.724,0.727,0.71,0.711,2170267,155953557.0,2.35,-1.66,-0.012,0.32,2026-02-11 11:52:31
2021-12-16,,0.712,0.713,0.701,0.709,3195553,225739278.0,1.69,-0.28,-0.002,0.47,2026-02-11 11:52:31
2021-12-17,,0.708,0.709,0.698,0.7,2813146,197570536.0,1.55,-1.27,-0.009,0.41,2026-02-11 11:52:31
2021-12-20,,0.698,0.702,0.68,0.681,4391738,302775744.0,3.14,-2.71,-0.019,0.64,2026-02-11 11:52:31
2021-12-21,,0.678,0.69,0.674,0.689,2960679,201601017.0,2.35,1.17,0.008,0.43,2026-02-11 11:52:31
2021-12-22,,0.699,0.704,0.692,0.694,1939961,135529272.0,1.74,0.73,0.005,0.28,2026-02-11 11:52:31
2021-12-23,,0.697,0.701,0.688,0.695,2362112,164230267.0,1.87,0.14,0.001,0.34,2026-02-11 11:52:31
2021-12-24,,0.699,0.7,0.69,0.692,1417320,98354654.0,1.44,-0.43,-0.003,0.21,2026-02-11 11:52:31
2021-12-27,,0.692,0.695,0.691,0.692,825209,57199729.0,0.58,0.0,0.0,0.12,2026-02-11 11:52:31
2021-12-28,,0.694,0.695,0.681,0.686,1375188,94389805.0,2.02,-0.87,-0.006,0.2,2026-02-11 11:52:31
2021-12-29,,0.683,0.683,0.672,0.673,2280840,154066790.0,1.6,-1.9,-0.013,0.33,2026-02-11 11:52:31
2021-12-30,,0.672,0.681,0.667,0.675,1942252,130833717.0,2.08,0.3,0.002,0.28,2026-02-11 11:52:31
2021-12-31,,0.697,0.7,0.694,0.698,2747251,191545033.0,0.89,3.41,0.023,0.4,2026-02-11 11:52:31
2022-01-04,,0.697,0.698,0.684,0.687,3528847,243379812.0,2.01,-1.58,-0.011,0.51,2026-02-11 11:52:31
2022-01-05,,0.68,0.68,0.66,0.661,5062168,337148304.0,2.91,-3.78,-0.026,0.74,2026-02-11 11:52:31
2022-01-06,,0.653,0.662,0.646,0.653,3836559,250338253.0,2.42,-1.21,-0.008,0.56,2026-02-11 11:52:31
2022-01-07,,0.669,0.674,0.664,0.673,3364413,225034686.0,1.53,3.06,0.02,0.49,2026-02-11 11:52:31
2022-01-10,,0.673,0.691,0.67,0.687,3770881,258172448.0,3.12,2.08,0.014,0.55,2026-02-11 11:52:31
2022-01-11,,0.685,0.694,0.683,0.684,2266181,156042524.0,1.6,-0.44,-0.003,0.33,2026-02-11 11:52:31
2022-01-12,,0.704,0.716,0.702,0.715,5269316,374163504.0,2.05,4.53,0.031,0.77,2026-02-11 11:52:31
2022-01-13,,0.721,0.724,0.704,0.707,2151752,153253335.0,2.8,-1.12,-0.008,0.31,2026-02-11 11:52:31
2022-01-14,,0.691,0.703,0.689,0.702,2455800,171215472.0,1.98,-0.71,-0.005,0.36,2026-02-11 11:52:31
2022-01-17,,0.702,0.708,0.696,0.7,1622186,113691629.0,1.71,-0.28,-0.002,0.24,2026-02-11 11:52:31
2022-01-18,,0.703,0.714,0.699,0.701,2786249,196936689.0,2.14,0.14,0.001,0.41,2026-02-11 11:52:31
2022-01-19,,0.698,0.705,0.687,0.691,3440173,238703330.0,2.57,-1.43,-0.01,0.5,2026-02-11 11:52:31
2022-01-20,,0.693,0.719,0.692,0.718,3494062,247687422.0,3.91,3.91,0.027,0.51,2026-02-11 11:52:31
2022-01-21,,0.713,0.722,0.708,0.715,2775287,198528902.0,1.95,-0.42,-0.003,0.4,2026-02-11 11:52:31
2022-01-24,,0.702,0.705,0.696,0.7,2832423,198348081.0,1.26,-2.1,-0.015,0.41,2026-02-11 11:52:31
2022-01-25,,0.688,0.69,0.677,0.678,4687269,319858880.0,1.86,-3.14,-0.022,0.68,2026-02-11 11:52:31
2022-01-26,,0.678,0.689,0.672,0.682,3018396,205854248.0,2.51,0.59,0.004,0.44,2026-02-11 11:52:31
